Trips_Data

#Stations
16
1	310.472
2	311.725
3	313.5
4	318.82
5	325.662
6	327.8
7	329.39
8	330.72
9	331.752
10	335.9
11	336.82
12	338.44
13	339.7
14	341.2
15	342.958
16	345.358

#Routes
7
1	5 - 1
2	1 - 13
3	11 - 1
4	13 - 1
5	15 - 16
6	16 - 15
7	13 - 12

#Precautions
2
1	322.000 - 324.500
2	311.725 - 312.0
